user_id,cohort_recharge_date,recharge_amount_on_day,recharge_count_on_day,wallet_balance_after_recharge,days_since_signup,lifetime_recharge_count_before_day,lifetime_recharge_amount_before_day,sessions_last_7d,app_launches_last_7d,notifications_clicked_last_7d,consultations_last_7d,paid_consult_minutes_last_7d,avg_consult_rating,has_used_coupon_on_day,has_done_promo_recharge,is_free_consultation_taken,has_push_enabled,country,device_type,acquisition_source,campaign_group,city_tier,future_recharged
102341,2026-01-27,941.0,1,343.0,143,7,8925.0,6,4,1,3,64.4,4.8,0,0,1,1,India,Android,CRM,Performance,Tier 2,1
102342,2026-01-27,793.0,1,961.0,356,1,576.0,4,10,0,0,0.0,3.8,0,1,1,1,Canada,Android,CRM,Brand,Tier 2,1
102343,2026-01-27,81.0,1,249.0,486,1,309.0,3,4,3,0,0.0,4.4,0,0,0,1,India,Android,Organic,Remarketing,Tier 2,0
102344,2026-01-27,761.0,1,381.0,249,0,0.0,3,7,1,1,6.5,4.8,0,0,1,0,India,Android,Google Ads,Influencer,Tier 1,1
102345,2026-01-27,626.0,2,382.0,271,5,3740.0,5,2,1,2,1.1,4.4,0,0,1,1,UAE,Android,Organic,Unmapped,Tier 1,1
102346,2026-01-27,242.0,1,545.0,492,1,374.0,4,1,0,3,33.9,3.5,1,1,1,0,UK,Android,CRM,Unmapped,Tier 3,1
102347,2026-01-27,628.0,2,79.0,160,5,1336.0,3,6,0,3,23.3,5.0,0,0,1,1,India,Android,Organic,Influencer,Tier 1,1
102348,2026-01-27,957.0,3,33.0,436,1,11.0,2,5,1,1,1.1,3.8,0,1,0,1,India,iOS,Organic,Performance,Tier 2,1
102349,2026-01-27,294.0,1,211.0,137,0,0.0,4,7,0,2,43.7,3.3,0,0,1,1,Canada,Android,Meta Ads,Performance,Tier 1,1
102350,2026-01-27,831.0,1,161.0,139,5,2509.0,4,9,1,2,13.8,4.4,0,0,1,0,India,Android,Referral,Performance,Tier 3,1
102351,2026-01-27,572.0,1,905.0,151,2,483.0,2,7,2,2,17.2,3.3,0,0,0,1,India,Android,CRM,Brand,Tier 3,1
102352,2026-01-27,17.0,1,67.0,28,2,493.0,8,2,2,1,16.3,2.8,0,0,1,0,USA,Android,Organic,Unmapped,Tier 3,0
102353,2026-01-27,450.0,2,669.0,248,0,0.0,3,6,3,1,0.9,3.4,0,0,1,1,India,iOS,Organic,Unmapped,Tier 3,0
102354,2026-01-27,556.0,1,162.0,191,2,957.0,3,6,0,1,3.0,4.0,0,0,1,1,India,Android,Meta Ads,Remarketing,Tier 3,0
102355,2026-01-27,365.0,1,59.0,124,3,3005.0,4,4,1,2,6.8,3.4,0,0,1,1,India,Android,Organic,Remarketing,Tier 3,0
102356,2026-01-27,587.0,1,583.0,408,2,863.0,1,5,0,0,0.0,3.7,1,0,1,1,India,Web,Organic,Remarketing,Tier 2,1
102357,2026-01-27,415.0,1,80.0,279,3,1070.0,3,6,1,1,22.2,2.0,0,0,1,1,India,Android,Organic,Performance,Tier 1,0
102358,2026-01-27,1728.0,1,382.0,105,2,369.0,6,3,1,1,11.5,5.0,0,0,0,1,India,Android,Referral,Performance,Tier 3,1
102359,2026-01-27,346.0,1,216.0,103,1,69.0,8,4,0,5,29.8,4.1,1,0,1,1,India,Android,Google Ads,Unmapped,Tier 2,1
102360,2026-01-27,247.0,1,667.0,437,4,758.0,3,6,1,1,6.0,3.3,0,0,0,1,India,iOS,Google Ads,Remarketing,Tier 2,1
102361,2026-01-27,803.0,2,445.0,146,3,980.0,2,2,1,2,7.2,5.0,1,0,1,0,India,iOS,Meta Ads,Performance,Tier 2,1
102362,2026-01-27,380.0,1,158.0,213,1,288.0,6,6,2,3,8.1,2.7,0,0,1,0,India,Android,Referral,Brand,Tier 3,0
102363,2026-01-27,432.0,1,585.0,64,0,0.0,3,6,2,3,26.9,3.1,1,0,1,1,India,Android,CRM,Performance,Tier 3,1
102364,2026-01-27,405.0,1,274.0,434,5,2705.0,4,6,1,2,8.8,3.5,0,0,0,1,India,Android,CRM,Brand,Tier 2,1
102365,2026-01-27,774.0,1,191.0,192,5,975.0,4,9,2,1,8.8,3.4,0,0,0,1,India,Android,Meta Ads,Performance,Tier 1,1
102366,2026-01-27,192.0,1,212.0,380,4,2399.0,4,5,1,1,14.1,3.6,1,0,0,1,India,Android,Meta Ads,Unmapped,Tier 2,0
102367,2026-01-27,830.0,2,394.0,219,0,0.0,3,8,3,2,14.1,4.5,0,1,0,1,India,Android,Google Ads,Influencer,Tier 2,1
102368,2026-01-27,661.0,1,151.0,432,6,2677.0,4,4,1,0,0.0,4.8,0,1,1,1,India,Android,Meta Ads,Performance,Tier 3,0
102369,2026-01-27,1380.0,1,116.0,218,3,552.0,2,8,1,1,8.5,4.9,1,0,1,1,India,iOS,Referral,Performance,Tier 2,1
102370,2026-01-27,527.0,1,92.0,483,0,0.0,4,7,0,4,45.5,5.0,1,1,1,1,UAE,iOS,Organic,Performance,Tier 3,1
102371,2026-01-27,204.0,1,246.0,391,2,555.0,3,2,4,0,0.0,3.3,0,0,1,1,India,Android,Organic,Performance,Tier 3,0
102372,2026-01-27,531.0,1,99.0,259,0,0.0,3,5,0,0,0.0,4.4,1,0,1,1,India,Android,Organic,Unmapped,Tier 3,0
102373,2026-01-27,577.0,2,398.0,261,3,882.0,3,9,0,2,64.2,3.3,0,0,1,1,India,Android,CRM,Brand,Tier 1,1
102374,2026-01-27,1011.0,3,148.0,334,2,340.0,4,4,3,2,7.0,3.3,1,0,0,0,India,Android,Google Ads,Performance,Tier 1,1
102375,2026-01-27,204.0,1,291.0,374,1,288.0,6,8,5,1,8.2,2.6,1,1,1,1,India,Android,Referral,Unmapped,Tier 3,0
102376,2026-01-27,119.0,3,464.0,381,2,461.0,4,6,0,1,12.2,5.0,0,0,0,1,India,Android,Referral,Influencer,Tier 1,1
102377,2026-01-27,538.0,1,557.0,17,2,111.0,5,6,0,2,25.4,5.0,0,1,0,1,India,Android,Google Ads,Unmapped,Tier 1,1
102378,2026-01-27,1419.0,1,226.0,143,3,3873.0,5,5,1,0,0.0,5.0,1,0,1,1,India,Web,Meta Ads,Remarketing,Tier 3,1
102379,2026-01-27,728.0,1,17.0,235,3,2077.0,6,6,0,0,0.0,4.7,1,0,0,0,India,iOS,Organic,Remarketing,Tier 1,1
102380,2026-01-27,756.0,1,18.0,289,4,2169.0,3,3,1,0,0.0,4.4,0,0,1,1,India,Android,Google Ads,Performance,Tier 3,0
102381,2026-01-27,148.0,1,390.0,48,1,391.0,2,9,1,1,7.6,3.6,0,0,1,1,India,iOS,Meta Ads,Performance,Tier 1,1
102382,2026-01-27,478.0,1,75.0,107,1,185.0,5,4,2,0,0.0,5.0,0,0,1,1,India,Android,Organic,Unmapped,Tier 2,1
102383,2026-01-27,1024.0,1,142.0,249,2,182.0,6,9,1,1,2.6,4.4,0,0,1,1,UK,Web,Referral,Performance,Tier 2,1
102384,2026-01-27,582.0,1,434.0,241,2,883.0,5,6,0,5,46.1,2.9,0,0,1,1,UK,iOS,Google Ads,Performance,Tier 3,1
102385,2026-01-27,111.0,2,117.0,332,1,482.0,3,5,2,3,16.6,4.1,0,0,0,1,USA,Android,Google Ads,Unmapped,Tier 1,0
102386,2026-01-27,471.0,1,51.0,37,0,0.0,3,4,3,0,0.0,2.8,0,0,0,1,UAE,Android,Google Ads,Performance,Tier 1,1
102387,2026-01-27,694.0,3,146.0,430,0,0.0,3,5,2,4,38.0,4.3,0,0,0,1,India,Android,Organic,Remarketing,Tier 2,1
102388,2026-01-27,435.0,1,336.0,162,3,161.0,4,8,0,1,3.0,4.9,1,0,1,1,USA,Android,Referral,Unmapped,Tier 2,1
102389,2026-01-27,226.0,1,115.0,297,0,0.0,5,8,2,0,0.0,3.7,0,1,0,1,India,Android,Referral,Brand,Tier 3,1
102390,2026-01-27,819.0,1,301.0,511,1,57.0,2,5,1,0,0.0,3.3,0,0,1,1,USA,Android,Google Ads,Brand,Tier 3,1
102391,2026-01-27,336.0,1,53.0,204,2,708.0,4,4,3,2,8.5,5.0,0,0,0,1,India,Web,Organic,Brand,Tier 1,0
102392,2026-01-27,621.0,1,89.0,169,4,1300.0,3,7,1,2,27.8,4.3,1,0,0,1,India,Android,Google Ads,Unmapped,Tier 2,1
102393,2026-01-27,462.0,1,148.0,142,2,227.0,5,7,2,1,0.7,4.5,1,0,1,1,USA,Android,Google Ads,Unmapped,Tier 1,1
102394,2026-01-27,326.0,1,476.0,352,2,420.0,6,5,1,2,50.8,4.3,1,0,1,1,India,Android,CRM,Performance,Tier 2,0
102395,2026-01-27,1520.0,1,129.0,517,4,1477.0,1,9,1,1,19.8,4.9,0,0,1,0,India,Android,Meta Ads,Influencer,Tier 2,1
102396,2026-01-27,298.0,4,113.0,302,2,781.0,3,6,2,1,5.4,4.7,0,0,1,1,India,Android,CRM,Brand,Tier 3,0
102397,2026-01-27,490.0,1,113.0,107,3,798.0,3,5,1,2,10.6,3.8,0,0,0,1,India,Android,Google Ads,Performance,Tier 1,1
102398,2026-01-27,461.0,1,301.0,510,3,3282.0,3,6,2,1,2.2,2.5,1,0,1,1,India,iOS,Organic,Influencer,Tier 2,1
102399,2026-01-27,529.0,1,361.0,22,5,4438.0,10,8,0,1,3.5,3.5,1,0,0,1,India,Android,CRM,Performance,Tier 2,1
102400,2026-01-27,1449.0,1,461.0,221,3,477.0,4,7,1,2,4.6,4.1,0,1,0,1,India,Android,CRM,Performance,Tier 1,1
102401,2026-01-27,694.0,1,742.0,67,1,154.0,3,4,0,1,10.5,5.0,0,0,0,0,India,Android,Meta Ads,Influencer,Tier 1,1
102402,2026-01-27,324.0,2,247.0,17,1,232.0,8,5,0,0,0.0,5.0,1,1,1,1,USA,Android,Organic,Performance,Tier 2,1
102403,2026-01-27,1170.0,1,100.0,538,1,557.0,3,5,1,3,20.0,3.8,0,1,0,1,India,Android,Organic,Brand,Tier 1,1
102404,2026-01-27,776.0,1,167.0,45,3,989.0,8,5,1,2,14.2,5.0,1,0,0,1,India,iOS,CRM,Brand,Tier 1,1
102405,2026-01-27,329.0,1,79.0,489,2,1008.0,3,7,2,1,5.8,4.5,0,1,0,1,India,Android,Referral,Brand,Tier 2,1
102406,2026-01-27,1057.0,1,213.0,294,4,3635.0,4,4,0,1,3.4,4.2,1,0,1,1,India,Android,Meta Ads,Performance,Tier 3,1
102407,2026-01-27,146.0,1,92.0,172,7,1447.0,2,6,1,2,32.2,4.3,0,0,0,1,India,Android,Google Ads,Performance,Tier 1,0
102408,2026-01-27,185.0,3,459.0,465,2,151.0,1,2,0,1,9.3,4.7,1,0,1,1,India,iOS,CRM,Performance,Tier 2,1
102409,2026-01-27,104.0,1,232.0,2,2,1264.0,3,4,4,0,0.0,4.1,0,0,0,1,India,Android,Google Ads,Performance,Tier 3,1
102410,2026-01-27,61.0,1,568.0,372,3,613.0,5,8,2,3,11.7,4.1,0,0,1,1,India,Android,Organic,Unmapped,Tier 2,1
102411,2026-01-27,1008.0,2,351.0,414,2,1204.0,6,8,1,0,0.0,4.9,0,0,0,1,UAE,Android,Google Ads,Performance,Tier 2,1
102412,2026-01-27,534.0,1,327.0,196,1,537.0,2,10,1,1,16.7,5.0,1,0,1,1,India,Android,Google Ads,Unmapped,Tier 1,0
102413,2026-01-27,114.0,2,50.0,162,0,0.0,4,8,2,1,7.7,4.1,0,1,0,1,India,Android,Google Ads,Unmapped,Tier 3,1
102414,2026-01-27,452.0,2,301.0,4,2,1145.0,3,6,2,1,4.3,4.0,0,0,1,0,India,iOS,Referral,Unmapped,Tier 1,0
102415,2026-01-27,848.0,1,731.0,11,1,464.0,4,6,3,1,8.0,3.3,0,0,0,1,India,iOS,Meta Ads,Remarketing,Tier 1,1
102416,2026-01-27,257.0,1,133.0,23,2,885.0,1,10,1,2,14.9,3.7,0,1,0,0,India,Android,Organic,Performance,Tier 3,1
102417,2026-01-27,365.0,1,409.0,246,2,2880.0,5,5,0,2,13.7,5.0,0,0,1,1,India,Android,Meta Ads,Unmapped,Tier 3,0
102418,2026-01-27,1566.0,1,35.0,286,4,2032.0,1,6,1,0,0.0,4.1,0,0,1,1,USA,iOS,Organic,Remarketing,Tier 1,1
102419,2026-01-27,391.0,1,67.0,229,3,1073.0,3,8,0,2,11.4,4.9,0,0,0,1,India,Android,Meta Ads,Influencer,Tier 2,1
102420,2026-01-27,124.0,1,177.0,379,3,870.0,3,4,1,1,4.9,3.4,0,0,0,1,UK,Android,Organic,Remarketing,Tier 2,0
102421,2026-01-27,308.0,2,114.0,195,3,1892.0,5,12,0,1,5.1,4.3,0,0,1,1,India,Android,Organic,Influencer,Tier 2,1
102422,2026-01-27,106.0,1,91.0,426,4,5193.0,7,8,3,3,35.8,4.6,0,0,1,1,India,Android,Referral,Brand,Tier 3,0
102423,2026-01-27,733.0,1,115.0,352,1,719.0,2,5,1,2,2.9,5.0,0,0,1,1,UAE,Android,Organic,Brand,Tier 1,1
102424,2026-01-27,228.0,1,276.0,505,3,3459.0,6,6,0,1,5.7,2.3,1,1,0,1,India,Android,Google Ads,Unmapped,Tier 2,0
102425,2026-01-27,222.0,1,413.0,392,0,0.0,2,7,1,1,1.9,4.9,0,0,0,1,USA,Android,Meta Ads,Brand,Tier 3,1
102426,2026-01-27,1656.0,1,294.0,69,2,247.0,7,6,0,2,8.6,4.1,0,0,0,0,India,Android,Meta Ads,Performance,Tier 3,1
102427,2026-01-27,167.0,1,307.0,301,0,0.0,3,4,2,0,0.0,4.1,0,1,0,1,UAE,Android,Organic,Influencer,Tier 2,0
102428,2026-01-27,140.0,1,183.0,354,6,3272.0,4,4,1,4,89.7,2.3,0,0,0,1,India,Android,Organic,Performance,Tier 3,0
102429,2026-01-27,194.0,1,65.0,7,2,2907.0,0,4,3,1,18.8,2.7,0,0,0,1,India,Android,Organic,Performance,Tier 3,1
102430,2026-01-27,865.0,1,171.0,23,3,3445.0,1,11,0,2,11.1,4.5,0,0,1,1,India,Android,CRM,Performance,Tier 2,1
102431,2026-01-27,669.0,1,217.0,12,2,211.0,1,8,0,3,45.3,5.0,1,0,1,1,Canada,Android,Meta Ads,Remarketing,Tier 1,1
102432,2026-01-27,305.0,1,426.0,92,3,1356.0,2,6,0,0,0.0,4.2,0,0,1,1,India,Android,CRM,Brand,Tier 3,1
102433,2026-01-27,283.0,2,632.0,476,2,512.0,1,4,2,2,7.6,5.0,0,0,1,1,India,Android,Organic,Performance,Tier 2,1
102434,2026-01-27,634.0,1,258.0,129,2,448.0,1,4,3,1,1.6,1.5,1,0,1,1,India,Android,Google Ads,Influencer,Tier 3,1
102435,2026-01-27,548.0,1,395.0,100,0,0.0,1,7,0,2,17.1,2.5,1,0,1,1,India,Android,Google Ads,Brand,Tier 2,1
102436,2026-01-27,410.0,1,12.0,240,4,3400.0,4,3,0,0,0.0,2.4,0,0,0,1,USA,Android,Meta Ads,Performance,Tier 3,1
102437,2026-01-27,685.0,1,146.0,214,3,460.0,4,8,2,1,8.0,5.0,0,0,1,1,India,Android,Meta Ads,Remarketing,Tier 2,1
102438,2026-01-27,182.0,1,183.0,536,1,135.0,4,6,2,0,0.0,4.5,0,0,1,0,India,Android,Organic,Performance,Tier 2,1
102439,2026-01-27,231.0,4,288.0,55,1,492.0,3,7,1,0,0.0,4.0,1,0,1,1,India,Web,Organic,Performance,Tier 2,0
102440,2026-01-27,710.0,1,643.0,454,5,3794.0,4,7,1,1,2.2,4.9,0,1,0,1,India,Android,Organic,Remarketing,Tier 2,1
102441,2026-01-27,580.0,1,246.0,123,0,0.0,1,4,3,1,10.7,3.8,1,0,1,0,India,Android,Google Ads,Unmapped,Tier 1,1
102442,2026-01-27,476.0,2,30.0,167,3,4186.0,1,3,1,0,0.0,5.0,0,0,1,1,USA,Android,Organic,Remarketing,Tier 2,1
102443,2026-01-27,1619.0,1,310.0,262,1,1282.0,5,14,0,1,24.1,5.0,0,0,1,0,India,Android,Organic,Remarketing,Tier 2,1
102444,2026-01-27,789.0,1,137.0,526,4,2649.0,5,4,0,3,50.5,2.4,1,0,1,1,India,Android,Google Ads,Remarketing,Tier 1,1
102445,2026-01-27,312.0,1,287.0,127,5,3751.0,3,3,1,2,42.3,4.7,0,0,0,1,India,Android,Google Ads,Performance,Tier 2,1
102446,2026-01-27,249.0,3,329.0,185,1,916.0,3,3,0,3,18.0,4.7,0,0,0,1,Canada,Android,Google Ads,Remarketing,Tier 1,1
102447,2026-01-27,599.0,1,27.0,355,2,283.0,1,6,2,0,0.0,3.0,1,0,0,1,India,Android,Organic,Performance,Tier 1,1
102448,2026-01-27,1006.0,1,175.0,361,2,855.0,4,5,0,1,6.9,2.7,0,1,1,1,India,Android,Organic,Influencer,Tier 3,1
102449,2026-01-27,90.0,2,180.0,198,2,2298.0,4,9,1,1,5.8,3.9,0,0,0,0,India,Android,Google Ads,Performance,Tier 1,0
102450,2026-01-27,569.0,2,244.0,70,1,221.0,2,6,2,4,24.1,4.3,0,0,1,1,India,iOS,Organic,Unmapped,Tier 2,0
102451,2026-01-27,361.0,4,98.0,425,5,530.0,4,3,0,0,0.0,4.6,0,0,0,0,UK,Android,Google Ads,Influencer,Tier 1,1
102452,2026-01-27,534.0,1,73.0,486,1,228.0,2,5,2,0,0.0,5.0,1,0,1,1,India,Android,Meta Ads,Performance,Tier 3,1
102453,2026-01-27,131.0,3,635.0,325,3,862.0,7,10,3,0,0.0,4.1,0,0,1,1,Canada,Android,Google Ads,Performance,Tier 2,0
102454,2026-01-27,1006.0,1,225.0,471,6,2965.0,1,7,0,0,0.0,4.2,0,0,1,1,India,Android,Organic,Performance,Tier 3,1
102455,2026-01-27,1187.0,1,81.0,137,0,0.0,4,4,1,1,7.1,5.0,0,1,0,1,UK,Android,Organic,Influencer,Tier 3,1
102456,2026-01-27,741.0,2,117.0,466,1,936.0,5,3,3,1,13.4,4.3,0,0,0,1,India,Android,Organic,Brand,Tier 2,1
102457,2026-01-27,1343.0,1,656.0,436,2,1354.0,3,8,2,3,8.2,3.5,0,0,1,1,India,Android,Organic,Performance,Tier 2,1
102458,2026-01-27,347.0,1,487.0,487,6,7249.0,6,5,1,1,1.4,4.7,0,0,1,1,India,Android,CRM,Unmapped,Tier 2,1
102459,2026-01-27,560.0,1,106.0,503,1,277.0,2,6,0,2,24.0,3.6,0,1,1,0,India,Android,Google Ads,Performance,Tier 2,1
102460,2026-01-27,749.0,2,66.0,186,1,270.0,3,5,3,0,0.0,3.6,0,0,1,1,India,Android,Organic,Performance,Tier 2,1
102461,2026-01-27,605.0,1,72.0,64,1,172.0,3,7,1,1,35.1,3.1,0,1,0,1,India,Android,Organic,Influencer,Tier 2,0
102462,2026-01-27,382.0,2,450.0,404,2,918.0,1,10,0,2,15.5,4.3,0,0,1,1,Canada,Android,Organic,Performance,Tier 2,1
102463,2026-01-27,414.0,1,129.0,361,5,1244.0,4,4,1,2,0.8,5.0,0,0,1,1,India,Web,Organic,Performance,Tier 2,1
102464,2026-01-27,1118.0,1,41.0,349,0,0.0,7,4,0,1,15.0,4.5,0,0,0,1,India,Android,CRM,Remarketing,Tier 2,1
102465,2026-01-27,458.0,1,121.0,340,2,270.0,6,3,1,2,25.3,4.7,1,1,0,1,India,Android,Google Ads,Remarketing,Tier 3,0
102466,2026-01-27,969.0,3,242.0,22,2,2316.0,4,3,1,0,0.0,4.7,1,0,0,1,India,Android,CRM,Remarketing,Tier 3,1
102467,2026-01-27,441.0,1,172.0,361,4,868.0,2,6,1,1,13.8,5.0,1,1,0,1,India,Android,Google Ads,Remarketing,Tier 2,1
102468,2026-01-27,965.0,1,493.0,261,1,1056.0,8,6,0,1,9.1,3.4,0,1,0,0,India,Android,CRM,Unmapped,Tier 2,1
102469,2026-01-27,495.0,1,244.0,16,1,287.0,8,7,1,0,0.0,3.5,0,0,1,1,India,Web,CRM,Brand,Tier 3,1
102470,2026-01-27,707.0,3,271.0,461,0,0.0,5,7,0,2,38.5,4.4,1,0,1,1,UAE,Android,Meta Ads,Unmapped,Tier 2,1
102471,2026-01-27,275.0,2,378.0,15,2,997.0,7,5,1,2,77.6,4.0,0,0,1,1,India,Android,Meta Ads,Performance,Tier 1,1
102472,2026-01-27,559.0,1,363.0,126,0,0.0,6,4,0,1,13.0,3.3,1,1,1,0,India,Android,Organic,Brand,Tier 3,1
102473,2026-01-27,278.0,1,120.0,159,1,73.0,2,7,1,2,2.6,4.2,0,1,1,1,India,Android,Meta Ads,Performance,Tier 1,0
102474,2026-01-27,340.0,1,68.0,422,0,0.0,8,5,2,0,0.0,2.1,0,0,1,1,India,Android,Meta Ads,Unmapped,Tier 2,1
102475,2026-01-27,362.0,1,229.0,43,3,3305.0,3,5,2,1,5.7,4.9,1,1,1,1,India,Android,Meta Ads,Unmapped,Tier 2,0
102476,2026-01-27,408.0,2,204.0,207,1,444.0,5,5,0,1,15.6,3.3,1,1,0,0,UAE,Android,CRM,Performance,Tier 1,1
102477,2026-01-27,893.0,1,246.0,197,4,1077.0,3,4,0,1,21.0,2.2,0,0,1,1,India,Android,Meta Ads,Performance,Tier 2,1
102478,2026-01-27,330.0,1,262.0,223,3,381.0,2,5,3,4,36.3,4.9,1,0,1,1,USA,Android,Organic,Performance,Tier 2,0
102479,2026-01-27,519.0,1,602.0,471,2,470.0,2,7,1,3,29.8,4.1,0,1,0,0,USA,iOS,Google Ads,Remarketing,Tier 2,1
102480,2026-01-27,967.0,1,151.0,175,0,0.0,4,2,0,6,14.0,4.5,0,0,0,1,India,Android,Google Ads,Influencer,Tier 2,1
102481,2026-01-27,697.0,1,270.0,191,3,2111.0,3,5,0,0,0.0,5.0,1,0,1,1,USA,Android,CRM,Brand,Tier 2,1
102482,2026-01-27,92.0,1,67.0,220,2,1698.0,5,11,1,4,21.8,4.9,1,0,1,1,India,Android,Organic,Brand,Tier 1,1
102483,2026-01-27,128.0,1,91.0,212,1,363.0,6,4,2,2,4.9,5.0,0,0,0,1,India,Android,Referral,Influencer,Tier 3,1
102484,2026-01-27,613.0,1,194.0,515,2,678.0,3,5,3,2,1.8,4.4,1,0,0,1,India,Android,Meta Ads,Brand,Tier 2,0
102485,2026-01-27,317.0,1,78.0,144,1,845.0,8,7,2,1,7.3,5.0,0,0,0,1,India,Android,Meta Ads,Remarketing,Tier 1,1
102486,2026-01-27,111.0,1,314.0,61,1,1012.0,0,6,0,3,69.0,4.5,0,0,1,1,USA,Android,Google Ads,Brand,Tier 2,1
102487,2026-01-27,299.0,1,279.0,227,3,931.0,4,6,1,0,0.0,2.8,0,0,0,1,India,Android,Google Ads,Remarketing,Tier 3,0
102488,2026-01-27,629.0,1,107.0,45,4,2867.0,6,8,1,1,7.5,2.6,0,0,0,1,India,Android,Meta Ads,Remarketing,Tier 1,1
102489,2026-01-27,359.0,1,160.0,430,4,2479.0,8,6,2,1,17.0,4.8,0,0,1,1,USA,iOS,Meta Ads,Influencer,Tier 1,1
102490,2026-01-27,484.0,1,453.0,481,1,117.0,2,6,2,0,0.0,3.2,0,0,1,1,UK,iOS,Organic,Remarketing,Tier 2,0
102491,2026-01-27,384.0,1,227.0,448,2,1187.0,7,8,1,1,2.1,4.2,0,0,1,1,India,iOS,Organic,Remarketing,Tier 1,0
102492,2026-01-27,267.0,1,855.0,434,3,1426.0,5,4,3,0,0.0,4.6,1,0,0,1,India,Android,Organic,Unmapped,Tier 1,1
102493,2026-01-27,551.0,1,160.0,227,1,141.0,5,8,1,1,14.1,3.7,0,0,0,1,India,Android,Organic,Brand,Tier 1,1
102494,2026-01-27,99.0,1,177.0,377,1,793.0,5,6,0,0,0.0,3.0,0,0,0,1,India,Android,CRM,Performance,Tier 2,0
102495,2026-01-27,240.0,2,194.0,214,4,751.0,1,11,1,2,9.7,3.0,0,0,1,1,Canada,Android,Organic,Brand,Tier 1,0
102496,2026-01-27,787.0,1,35.0,461,2,554.0,4,8,1,3,3.7,3.7,0,0,1,1,India,Android,Referral,Unmapped,Tier 3,1
102497,2026-01-27,132.0,2,170.0,105,3,8046.0,5,6,3,1,18.4,4.5,0,0,1,1,India,Android,Organic,Remarketing,Tier 2,0
102498,2026-01-27,466.0,1,165.0,75,3,782.0,5,5,2,0,0.0,2.9,0,1,1,1,India,iOS,Meta Ads,Unmapped,Tier 2,1
102499,2026-01-27,338.0,1,336.0,526,2,745.0,4,3,0,3,33.7,5.0,0,0,1,1,India,Android,Organic,Brand,Tier 2,1
102500,2026-01-27,313.0,1,467.0,194,2,223.0,5,6,0,1,12.4,4.5,0,0,0,1,India,Android,Referral,Brand,Tier 2,0
102501,2026-01-27,838.0,1,149.0,167,3,5235.0,2,3,0,4,13.4,4.4,0,1,1,1,Canada,Android,Google Ads,Performance,Tier 2,0
102502,2026-01-27,949.0,1,17.0,360,2,2562.0,3,7,1,3,25.0,4.0,0,0,1,1,India,Android,Referral,Brand,Tier 2,1
102503,2026-01-27,193.0,2,219.0,185,2,96.0,5,12,2,1,5.7,4.1,0,1,1,1,India,Android,Meta Ads,Performance,Tier 2,0
102504,2026-01-27,411.0,2,77.0,403,3,7292.0,1,4,0,1,1.9,4.4,0,0,0,1,India,Android,Google Ads,Performance,Tier 1,0
102505,2026-01-27,73.0,1,235.0,232,2,3104.0,4,2,1,1,15.7,4.2,0,0,0,1,India,Android,Meta Ads,Brand,Tier 1,1
102506,2026-01-27,807.0,1,230.0,423,3,1644.0,7,15,2,3,10.8,5.0,1,0,1,1,USA,Android,Organic,Remarketing,Tier 2,1
102507,2026-01-27,449.0,1,100.0,43,2,452.0,3,7,0,0,0.0,5.0,1,0,1,1,India,Web,Organic,Influencer,Tier 1,1
102508,2026-01-27,123.0,1,220.0,392,2,2410.0,0,8,3,2,4.5,4.2,0,0,1,1,India,iOS,CRM,Remarketing,Tier 2,1
102509,2026-01-27,250.0,1,42.0,177,3,2534.0,5,13,0,1,2.4,3.4,0,0,1,1,India,Android,Referral,Remarketing,Tier 1,1
102510,2026-01-27,178.0,1,246.0,228,4,7609.0,8,8,1,1,5.3,3.2,1,0,0,1,UK,Android,Organic,Brand,Tier 1,0
102511,2026-01-27,238.0,1,360.0,502,5,8866.0,5,2,2,2,8.2,4.0,0,0,0,1,India,Android,CRM,Performance,Tier 3,0
102512,2026-01-27,81.0,2,289.0,260,2,966.0,7,5,3,0,0.0,3.8,1,0,1,1,India,Android,Organic,Unmapped,Tier 1,0
102513,2026-01-27,1110.0,1,123.0,40,3,1671.0,6,8,2,3,43.8,4.6,1,0,1,1,India,Android,Organic,Influencer,Tier 3,1
102514,2026-01-27,200.0,1,340.0,247,3,627.0,5,6,1,2,22.4,5.0,0,1,0,1,India,Android,Google Ads,Unmapped,Tier 2,1
102515,2026-01-27,466.0,1,312.0,129,2,464.0,5,14,1,1,15.7,4.3,1,0,1,1,India,Android,Organic,Remarketing,Tier 1,1
102516,2026-01-27,625.0,3,323.0,256,1,431.0,4,9,0,0,0.0,3.4,0,0,1,1,India,Web,Organic,Unmapped,Tier 1,1
102517,2026-01-27,950.0,1,508.0,117,4,3148.0,6,12,2,0,0.0,2.9,0,0,1,1,USA,Android,Google Ads,Influencer,Tier 2,1
102518,2026-01-27,477.0,1,265.0,347,4,7531.0,4,9,1,2,3.8,3.9,0,0,1,1,India,Android,CRM,Brand,Tier 1,1
102519,2026-01-27,380.0,1,70.0,126,2,477.0,8,5,0,1,8.7,4.3,1,0,1,1,India,Android,Meta Ads,Influencer,Tier 2,1
102520,2026-01-27,492.0,1,82.0,251,1,450.0,5,9,0,0,0.0,3.2,1,0,1,1,India,Android,Referral,Performance,Tier 3,0
102521,2026-01-27,192.0,1,265.0,515,1,925.0,8,11,0,2,3.2,4.0,1,0,1,1,India,iOS,Organic,Remarketing,Tier 2,1
